time,value
1900-01-05 00:00:00+00:00,1.0
1900-01-08 00:00:00+00:00,0.0
1900-01-11 00:00:00+00:00,1.0
1900-01-14 00:00:00+00:00,0.0
1900-01-17 00:00:00+00:00,0.0
1900-01-20 00:00:00+00:00,1.0
1900-01-23 00:00:00+00:00,0.0
1900-01-26 00:00:00+00:00,0.0
1900-01-29 00:00:00+00:00,1.0
1900-02-01 00:00:00+00:00,0.0
1900-02-04 00:00:00+00:00,0.0
1900-02-07 00:00:00+00:00,0.0
1900-02-10 00:00:00+00:00,0.0
1900-02-13 00:00:00+00:00,0.0
1900-02-16 00:00:00+00:00,0.0
1900-02-19 00:00:00+00:00,0.0
1900-02-22 00:00:00+00:00,0.0
1900-02-25 00:00:00+00:00,0.0
1900-02-28 00:00:00+00:00,0.0
1900-03-03 00:00:00+00:00,0.0
1900-03-06 00:00:00+00:00,0.0
1900-03-09 00:00:00+00:00,0.0
1900-03-12 00:00:00+00:00,0.0
1900-03-15 00:00:00+00:00,0.0
1900-03-18 00:00:00+00:00,0.0
1900-03-21 00:00:00+00:00,0.0
1900-03-24 00:00:00+00:00,0.0
1900-03-27 00:00:00+00:00,0.0
1900-03-30 00:00:00+00:00,0.0
1900-04-02 00:00:00+00:00,0.0
1900-04-05 00:00:00+00:00,0.0
1900-04-08 00:00:00+00:00,0.0
1900-04-11 00:00:00+00:00,0.0
1900-04-14 00:00:00+00:00,0.0
1900-04-17 00:00:00+00:00,0.0
1900-04-20 00:00:00+00:00,0.0
1900-04-23 00:00:00+00:00,0.0
1900-04-26 00:00:00+00:00,0.0
1900-04-29 00:00:00+00:00,1.0
1900-05-02 00:00:00+00:00,0.0
1900-05-05 00:00:00+00:00,0.0
1900-05-08 00:00:00+00:00,0.0
1900-05-11 00:00:00+00:00,1.0
1900-05-14 00:00:00+00:00,0.0
1900-05-17 00:00:00+00:00,0.0
1900-05-20 00:00:00+00:00,0.0
1900-05-23 00:00:00+00:00,0.0
1900-05-26 00:00:00+00:00,0.0
1900-05-29 00:00:00+00:00,0.0
1900-06-01 00:00:00+00:00,0.0
1900-06-04 00:00:00+00:00,0.0
1900-06-07 00:00:00+00:00,0.0
1900-06-10 00:00:00+00:00,0.0
1900-06-13 00:00:00+00:00,0.0
